GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-25	0	2	0	42	31	6.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-26	0.48000002	2	55	31	22	12.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-27	0.36	7.9	43	30	20	8.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-28	0	7.9	0	34	16	7.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-29	0.02	5.9	0	36	19	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-30	0.06	7.1	10	38	19	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-01-31	0	7.1	0	26	13	12.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-01	0	0	0	33	24	5.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-02	0.33	0	31	33	18	12.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-03	0.29	5.9	33	18	9	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-04	0	5.9	0	29	8	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-05	0.14	3.9	0	40	27	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-06	0.36	1.2	0	55	19	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-07	0	0	0	19	4	13.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-08	0	0	0	22	9	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-09	0	0	0	32	22	2.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-10	0.11	0	0	37	30	3.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-11	0.5	0	0	58	37	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-12	0.05	0	0	54	38	8.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-13	0	0	0	51	37	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-14	0.38000003	0	0	52	44	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-15	0	0	0	47	39	2.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-16	0	0	0	42	36	4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-17	0	0	0	44	33	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-18	0.07	0	0	41	29	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-19	0	0	0	38	24	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-20	0	0	0	46	31	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-21	0.46	0	110	31	11	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-22	0.02	11	5	17	5	8.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-23	0	7.1	0	20	7	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-24	0	5.9	0	20	10	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-25	0.04	3.9	10	28	19	7.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-27	0	3.1	0	44	21	7.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-28	0	1.2	0	21	12	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-29	0.04	2	8	23	14	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-30	0	1	0	30	16	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-31	0	1.2	0	39	25	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-01-26	0	3.9	0	34	17	0
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-01	0.05	0	0	52	41	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-02	0	0	0	50	33	10.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-03	0	0	0	33	15	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-04	0	0	0	27	13	7.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-05	0	0	0	40	27	6.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-06	0	0	0	53	35	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-07	0	0	0	62	46	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-08	0	0	0	46	33	7.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-09	0	0	0	41	31	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-10	0	0	0	47	33	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-11	0.07	0	0	48	37	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-12	1.38	0	0	45	41	9.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-13	0.09	0	0	50	28	11.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-14	0	0	0	32	27	8.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-15	0	0	0	27	15	8.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-16	0.04	0	0	37	15	4.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-17	0.19	0	0	53	36	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-18	0	0	0	54	24	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-19	0	0	0	37	20	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-20	0	0	0	36	24	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-21	0.39000002	1	43	29	22	9.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-22	0	3	0	34	18	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-23	0.37	2	0	53	34	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-24	0	0	0	53	42	8.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-25	0	0	0	44	36	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-26	0.18	0	0	40	33	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-27	0.47	0	0	59	40	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-28	0	0	0	46	38	0
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-29	0	0	0	44	34	0
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-30	0	0	0	40	34	0
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-01-31	0	0	0	59	38	0
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-01	0	0	0	40	26	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-02	0	0	0	33	22	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-03	0	0	0	32	24	4.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-04	0	0	0	37	30	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-05	0	0	0	42	32	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-06	0	0	0	46	34	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-07	0	0	0	45	37	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-08	0	0	0	48	35	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-09	0	0	0	49	39	4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-10	0	0	0	47	40	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-11	0.55	0	0	46	37	4.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-12	0.02	0	0	47	42	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-13	0	0	0	50	43	2.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-14	0.09	0	0	56	38	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-15	0.120000005	0	0	38	35	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-16	0.69	0	0	37	32	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-17	0	0	0	43	35	5.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-18	0	0	0	35	25	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-19	0	0	0	51	30	9.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-20	0	0	0	53	30	11
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-21	0	0	0	32	26	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-22	0	0	0	27	13	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-23	0	0	0	20	11	7.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-24	0	0	0	22	12	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-25	0.07	0	15	24	13	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-26	0	2	0	27	15	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-27	0	1	0	34	19	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-28	0.22	1	0	36	29	4.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-29	0.06	0	0	49	36	4.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-30	0.04	0	0	59	39	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-01-31	0.9	0	0	61	30	12.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-01	0.03	5.9	3	36	20	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-02	1.02	7.1	50	34	14	9.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-03	0	7.9	0	26	13	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-04	0	7.9	0	43	24	4.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-05	0	7.9	0	42	14	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-06	0	7.9	0	27	12	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-07	0.02	7.9	0	40	25	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-08	0	7.9	0	37	29	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-09	0.09	7.9	0	29	25	11
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-10	0.01	7.9	1	40	26	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-11	0	7.9	0	34	22	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-12	0	7.9	0	40	16	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-13	0	7.9	0	21	8	9.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-14	0.02	7.9	9	32	16	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-15	0	9.1	0	25	4	14.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-16	0	9.1	0	21	3	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-17	0.14	11.8	33	27	14	4.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-18	0	9.1	0	33	19	4.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-19	0	9.1	0	27	8	11.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-20	0	9.1	0	19	2	10.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-21	0.61	9.1	30	32	13	4.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-22	0.1	13	10	43	32	2.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-23	0	11.8	0	38	8	11.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-24	0	11.8	0	24	4	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-25	0	11.8	0	37	20	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-26	0	11	0	32	21	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-27	0	11	0	30	18	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2015-02-28	0	11	0	29	13	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-01	0	1.2	0	45	36	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-02	0	1.2	0	56	39	3.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-03	1.1700001	1.2	80	43	27	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-04	0	7.9	0	35	22	2.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-05	1.43	9.1	40	34	29	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-06	0	9.1	0	32	21	4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-07	0	9.1	0	32	24	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-08	0	9.1	0	29	21	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-09	0.1	7.9	12	31	21	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-10	0	9.8	0	29	21	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-11	0	9.8	0	26	16	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-12	0	9.8	0	25	13	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-13	1.7800001	11.8	95	36	24	12.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-14	0.3	18.1	30	40	31	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-15	0.13	18.1	16	37	27	9.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-16	0	18.1	0	30	21	8.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-17	0	16.9	0	32	18	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-18	0.16	18.1	15	39	26	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-19	0.26	16.9	0	45	34	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-20	0.03	15	0	51	37	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-21	0.09	13	0	49	36	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-22	0	9.8	0	54	40	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-23	0	9.1	0	54	43	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-24	0	5.9	0	44	27	9.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-25	0	5.9	0	33	24	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-26	0.03	5.9	2	31	20	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-27	0	5.9	0	34	14	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2014-02-28	0	5.9	0	24	9	4.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-01	0.03	0	0	62	48	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-02	0	0	0	50	35	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-03	0	0	0	44	30	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-04	0	0	0	46	35	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-05	0	0	0	40	32	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-06	0	0	0	51	33	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-07	0	0	0	49	38	6.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-08	0.01	0	0	38	31	4.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-09	0	0	0	46	31	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-10	0	0	0	45	34	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-11	0.08	0	0	38	32	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-12	0.01	0	2	32	20	9.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-13	0	0	0	44	28	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-14	0.02	0	0	47	36	4.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-15	0.01	0	0	46	39	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-16	0.19	0	0	44	36	4.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-17	0.03	0	0	50	41	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-18	0.02	0	0	48	35	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-19	0	0	0	44	35	6.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-20	0	0	0	46	31	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-21	0	0	0	46	32	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-22	0	0	0	57	43	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-23	0	0	0	58	46	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-24	0.6	0	0	46	36	8.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-25	0	0	0	45	33	15
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-26	0	0	0	45	29	8.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-27	0	0	0	59	36	3.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-28	0	0	0	50	40	5.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2012-02-29	0.37	0	0	42	38	3.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-01	0.01	2	0	59	44	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-02	0	0	0	50	38	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-03	0.72999996	0	0	59	42	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-04	0	0	0	59	44	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-05	0.53	1.2	25	44	31	8.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-06	0	0	0	40	30	5.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-07	0	0	0	47	33	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-08	0.05	0	1	39	28	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-09	0	0	0	36	27	4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-10	0.01	0	0	39	31	5.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-11	0	0	0	31	18	10.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-12	0	0	0	27	15	6.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-13	0	0	0	22	6	12.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-14	0	0	0	15	-1	6.3
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-15	0.44	0	14	35	13	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-16	1.01	0	0	54	35	7.8
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-17	0	0	0	39	35	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-18	0	0	0	36	27	7.2
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-19	0	0	0	39	24	5.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-20	0	0	0	61	39	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-21	0.03	0	0	55	44	4.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-22	0	0	0	52	38	5.1
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-23	0.3	0	0	40	35	14.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-24	1.22	0	0	60	36	10.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-25	0.02	0	0	61	37	8.9
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-26	0	0	0	39	27	8.7
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-27	0	0	0	41	26	6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-28	0	0	0	60	38	7.4
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2016-02-29	0.05	0	0	61	47	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-02-01	0	0	0	31	24	8.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-02-02	0.02	0	1	29	19	6.5
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-02-03	0.02	0	3	30	24	3.6
GHCND:USW00094728	NY CITY CENTRAL PARK NY US	2013-02-04	0	0	0	30	23	7.4
